REQUISITION_NO;LINE_NO;RELEASE_NO;LAST_AUTHORIZED_DATE;WANTED_RECEIPT_DATE;REQUISITIONER_CODE;REQUISITIONER_NAME;NOTE_TEXT;PART_NO;PART_DESCRIPTION;ORIGINAL_QTY;BUY_UNIT_MEAS;FBUY_UNIT_PRICE;SPEC1;SPEC2;SPB_REFERENCE;BUYER_CODE;STATUS
SYM210000409;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 25.79;ha; 785579.97;;OB001;46/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000410;1;9;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 25.82;ha; 47225.5;;OD025;47/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000410;1;8;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 29.6;ha; 47225.5;;OD022;47/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000410;1;7;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 30.0;ha; 47225.5;;OD020;47/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000410;1;6;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 28.75;ha; 47225.5;;OD018;47/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000410;1;5;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 29.0;ha; 47225.5;;OD016;47/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000410;1;4;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 28.9;ha; 47225.5;;OD011;47/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000410;1;3;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 22.0;ha; 47225.5;;OD008;47/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000410;1;2;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 27.5;ha; 47225.5;;OD003;47/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000410;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 24.6;ha; 47225.5;;OD002;47/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000411;1;6;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 30.78;ha; 141676.5;;OD015;48/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000411;1;5;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 27.64;ha; 141676.5;;OD010;48/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000411;1;4;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 27.1;ha; 94451.0;;OD007;48/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000411;1;3;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 31.1;ha; 94451.0;;OD006;48/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000411;1;2;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 23.1;ha; 141676.5;;OD005;48/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000411;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 24.3;ha; 141676.5;;OD001;48/SYM/PROD/2021;BUYER11_SDI1;Authorized
SLS210001307;1;1;2021/08/12 00:00:00.000;2021/04/24 00:00:00.000;ST161_SLS2;Site - Pabrik;CONTINUOS BLOWDOWN VALVE;172151402;GATE VALVE FLANGED; 2.0;pcs; 2400000.0;PN40 DN50;for Blowdown valve;109/PAB-SLS2/IV/21;BUYER504_HO;Authorized
INP210001112;2;1;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST166_INP1;Site - Infrastructure;OPAR SOCK POMP 4X2 ALM;171690449;SOCK; 2.0;pcs; 150000.0;"3""";;01/TEK/INP/AGST/21;BUYER11_INP1;Authorized
INP210001112;1;1;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST166_INP1;Site - Infrastructure;"BALL VALVE PVC 4""";400050207;Ball Valve Cooling Pond; 2.0;pcs; 650000.0;;;01/TEK/INP/AGST/21;BUYER11_INP1;Authorized
INP210001113;1;1;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST166_INP1;Site - Infrastructure;MATA PISAU POTONG RUMPUT;121010113;MATA MESIN POTONG RUMPUT; 2.0;pcs; 65000.0;TANAKA;;02/TEK/INP/AGST/21;BUYER11_INP1;Authorized
STN210001068;6;1;2021/08/12 00:00:00.000;2021/07/19 00:00:00.000;ST167_STN1;Site - Workshop;;111034799;OLIE SHOCK DEPAN; 2.0;pcs; 15000.0;KLX 150;;24/SPB/TEK-WS/VII/21;BUYER11_STN1;Authorized
STN210001068;5;1;2021/08/12 00:00:00.000;2021/07/19 00:00:00.000;ST167_STN1;Site - Workshop;;171913827;SEAL SHOCK DEPAN; 2.0;pcs; 45000.0;VIAR;;24/SPB/TEK-WS/VII/21;BUYER11_STN1;Authorized
STN210001068;4;1;2021/08/12 00:00:00.000;2021/07/19 00:00:00.000;ST167_STN1;Site - Workshop;DEPAN;171520100;SHOCK; 2.0;pcs; 525000.0;8278 018;;24/SPB/TEK-WS/VII/21;BUYER11_STN1;Authorized
STN210001068;3;1;2021/08/12 00:00:00.000;2021/07/19 00:00:00.000;ST167_STN1;Site - Workshop;;111030666;OLIE MESIN; 8.0;l; 60000.0;;;24/SPB/TEK-WS/VII/21;BUYER11_STN1;Authorized
STN210001068;2;1;2021/08/12 00:00:00.000;2021/07/19 00:00:00.000;ST167_STN1;Site - Workshop;;171030140;ACCU; 1.0;pcs; 220000.0;KLX 150;;24/SPB/TEK-WS/VII/21;BUYER11_STN1;Authorized
STN210001068;1;1;2021/08/12 00:00:00.000;2021/07/19 00:00:00.000;ST167_STN1;Site - Workshop;;171500945;GEAR SET; 2.0;pcs; 180000.0;KLX -150;;24/SPB/TEK-WS/VII/21;BUYER11_STN1;Authorized
AAL210001275;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST177_AAL1;Site - SHE;;121060090;RAMBU - RAMBU; 3.0;unit; 1500000.0;;;;BUYER11_AAL1;Authorized
PLB210002409;2;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST162_PLB2;Site - R & D;;111030240;SODA ASH; 800.0;kg; 6300.0;-;;PLB2/08;BUYER505_HO;Authorized
PLB210002409;1;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST162_PLB2;Site - R & D;;151000003;ALUMINIUM SULFATE (TAWAS); 1000.0;kg; 4350.0;Art. 1217;;PLB2/08;BUYER505_HO;Authorized
SDI210001670;5;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST166_SDI1;Site - Infrastructure;;171140885;BUSH SPRNG UPR; 4.0;pcs; 26363.0;90385-T0014;;;BUYER11_SDI1;Authorized
SDI210001670;3;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST166_SDI1;Site - Infrastructure;;171140902;BUSH STABILIZER; 2.0;pcs; 136362.0;48815-0K090;;;BUYER11_SDI1;Authorized
SDI210001670;2;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST166_SDI1;Site - Infrastructure;;172080232;ABSORBER FRONT; 2.0;pcs; 1818182.0;485108Z205;;;BUYER11_SDI1;Authorized
SDI210001670;1;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST166_SDI1;Site - Infrastructure;;172130300;SILENCER,RR SPRING; 8.0;pcs; 16364.0;48252-0K010;;;BUYER11_SDI1;Authorized
MMG210001093;9;1;2021/08/12 00:00:00.000;2021/08/08 00:00:00.000;ST158_MMG1;Site - Panen;;121010745;CLAMP EGREK; 100.0;pcs; 20000.0;45;;542/GDGS/MMG/8-2021;BUYER205_HO;Authorized
MMG210001093;8;1;2021/08/12 00:00:00.000;2021/08/08 00:00:00.000;ST158_MMG1;Site - Panen;;121030374;PENSIL TUKANG; 300.0;pcs; 4000.0;;;542/GDGS/MMG/8-2021;BUYER11_MMG1;Authorized
MMG210001093;7;1;2021/08/12 00:00:00.000;2021/08/08 00:00:00.000;ST158_MMG1;Site - Panen;;121010744;CLAMP EGREK; 200.0;pcs; 16000.0;38;;542/GDGS/MMG/8-2021;BUYER205_HO;Authorized
MMG210001093;6;1;2021/08/12 00:00:00.000;2021/08/08 00:00:00.000;ST158_MMG1;Site - Panen;;121010772;DIAMON POLE; 50.0;pcs; 260000.0;"1 1/2"" x 6M";;542/GDGS/MMG/8-2021;BUYER205_HO;Authorized
MMG210001093;5;1;2021/08/12 00:00:00.000;2021/08/08 00:00:00.000;ST158_MMG1;Site - Panen;;121010771;DIAMON POLE; 100.0;pcs; 230000.0;"1 1/4"" x 6M";;542/GDGS/MMG/8-2021;BUYER205_HO;Authorized
MMG210001093;4;1;2021/08/12 00:00:00.000;2021/08/08 00:00:00.000;ST158_MMG1;Site - Panen;;121010102;TOMBAK; 50.0;pcs; 70000.0;;;542/GDGS/MMG/8-2021;BUYER11_MMG1;Authorized
MMG210001093;3;1;2021/08/12 00:00:00.000;2021/08/08 00:00:00.000;ST158_MMG1;Site - Panen;;111020054;BAN LUAR ANGKONG; 50.0;pcs; 42500.0;;;542/GDGS/MMG/8-2021;BUYER205_HO;Authorized
MMG210001093;2;1;2021/08/12 00:00:00.000;2021/08/08 00:00:00.000;ST158_MMG1;Site - Panen;;111020055;BAN DALAM ANGKONG; 200.0;pcs; 24000.0;;;542/GDGS/MMG/8-2021;BUYER205_HO;Authorized
MMG210001093;1;1;2021/08/12 00:00:00.000;2021/08/08 00:00:00.000;ST158_MMG1;Site - Panen;;121010786;EGREK KNIFE LONG BLACK; 100.0;pcs; 125000.0;SPP 777;;542/GDGS/MMG/8-2021;BUYER205_HO;Authorized
MMG210001098;1;1;2021/08/12 00:00:00.000;2021/08/04 00:00:00.000;ST166_MMG1;Site - Infrastructure;;171680113;PAGAR BRC; 70.0;lbr; 600000.0;2,5 X 1,5;;524/GDGS/MMG/8-2021;BUYER204_HO;Authorized
TPP210001743;1;1;2021/08/12 00:00:00.000;2021/06/26 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 12500000.0;;;;BUYER11_TPP4;Authorized
TPP210001743;2;1;2021/08/12 00:00:00.000;2021/06/26 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 250000.0;;;;BUYER11_TPP4;Authorized
